[Kunoichi] Karlstein Armor,754048,0,1,138000000,0
[Kunoichi] Karlstein Hat,754047,0,2,37600000,0
[Kunoichi] Karlstein Shortsword,754050,0,2,61000000,0
[Kunoichi] Orwen's Travel Wear,14843,0,2887,2520000,1
[Kunoichi] Serendian Smith Garb,14294,0,139,1680000,0
[Kunoichi] Shroud Knight Armor,12595,0,1811,2700000,0
[Kunoichi] Terrmian Casual Wear,12511,0,62,2240000,0
[Lahn] Ahon Kirus's Armor,12725,2,4712,5600000,2
[Lahn] Black Leopard Armor,12726,0,250,2980000,0
[Lahn] Calpheon Noble Dress,12717,0,3160,865000,2
[Lahn] Delphe Knight Armor,12722,0,132,5600000,0
[Lahn] Garnier Troupe Garb,12718,0,293,1400000,0
[Lahn] Jarette's Armor,12724,0,167,5600000,0
[Lahn] Karlstein Armor,754071,0,8,153000000,0
[Lahn] Karlstein Crescent Pendulum,754073,0,1,67500000,0
[Lahn] Karlstein Hat,754070,0,4,41000000,0
[Lahn] Karlstein Noble Sword,754074,0,2,35100000,0
[Lahn] Karlstein Shoes,754072,0,4,28800000,0
[Lahn] Orwen's Travel Wear,12723,0,1281,2520000,1
[Lahn] Serendian Smith Garb,12719,0,78,1680000,0
[Lahn] Shroud Knight Armor,12727,0,919,2700000,1
[Lahn] Terrmian Casual Wear,12721,0,55,2240000,0
[Maehwa] Ahon Kirus's Armor,12580,25,6585,5600000,2
[Maehwa] Black Leopard Armor,12635,0,122,2980000,0
[Maehwa] Calpheon Noble Dress,14208,0,6626,865000,2
[Maehwa] Delphe Knight Armor,14876,0,95,5600000,0
[Maehwa] Garnier Troupe Garb,14218,0,79,1400000,0
[Maehwa] Jarette's Armor,14852,0,189,5600000,0
[Maehwa] Karlstein Armor,754034,0,4,123000000,1
[Maehwa] Karlstein Shoes,754035,0,4,24800000,0
[Maehwa] Orwen's Travel Wear,14840,0,2849,2520000,1
[Maehwa] Serendian Smith Garb,14291,0,203,1680000,0
[Maehwa] Shroud Knight Armor,12596,0,2107,2700000,0
[Maehwa] Terrmian Casual Wear,12508,0,74,2240000,0
[Manor] Balacs Triangular Outdoor Tent,24536,0,22,5800000,1
[Manor] Jade Starlight Large Brazier,24529,0,3,8100000,0
[Manor] Jade Starlight Pagoda Brazier,24533,0,3,5450000,0
[Mediahn Dye] Black,46732,0,102,20900000,0
[Mediahn Dye] True Aqua,46676,0,231,20900000,0
[Mediahn Dye] True Deep Pink,46724,0,80,20900000,0
[Mediahn Dye] True Indigo,46700,0,182,20900000,0
[Mediahn Dye] True Lime,46652,0,166,20900000,0
[Mediahn Dye] True Mint,46664,0,96,20900000,0
[Mediahn Dye] True Orange,46628,0,204,20900000,0
[Mediahn Dye] True Purple,46712,0,106,20900000,1
[Mediahn Dye] True Red,46616,0,420,20900000,0
[Mediahn Dye] True Sky,46688,0,124,20900000,0
[Mediahn Dye] True Yellow,46640,0,221,20900000,0
[Mix] EXP-Reaper Elixir,766,49,1543448,221000,177
[Mix] Manhunt-Rage Elixir,769,0,920980,515000,44
[Mix] Swiftness-Wind-Spell Elixir,768,0,343625,515000,7
[Mix] Thorn-Defense Elixir,770,0,155295,515000,12
[Mix] Time-Training Elixir,767,20,477354,515000,16
[Musa] Calpheon Noble Suit,14206,19,4229,865000,2
[Musa] Delphe Knight Armor,14874,0,129,4800000,0
[Musa] Edan's Travel Wear,14850,0,1750,1120000,1
[Musa] Garnier Troupe Garb,14216,0,83,1400000,0
[Musa] Jordine's Casual Wear,14838,0,172,1400000,0
[Musa] Karlstein Horn Bow,754027,0,2,30500000,0
[Musa] Serendian Formal Suit,12530,0,116,2330000,0
[Musa] Serendian Smith Garb,12506,0,110,1500000,1
[Musa] Serendian Soldier Armor,14289,0,392,785000,1
[Musa] Shroud Knight Armor,12600,0,1761,2660000,1
[Musa] Valencian Travel Wear,12621,0,148,2240000,0
[Mystic] Ahon Kirus's Armor,12675,23,6917,5600000,3
[Mystic] Black Leopard Armor,12676,0,358,2980000,0
[Mystic] Calpheon Noble Dress,12667,4,5380,865000,2
[Mystic] Delphe Knight Armor,12672,0,84,5600000,0
[Mystic] Garnier Troupe Garb,12668,0,103,1400000,0
[Mystic] Jarette's Armor,12674,0,280,5600000,1
[Mystic] Karlstein Armor,754057,0,11,127000000,0
[Mystic] Karlstein Gauntlet,754059,0,6,40000000,1
[Mystic] Karlstein Hat,754056,0,6,36000000,0
[Mystic] Karlstein Shoes,754058,0,3,34400000,0
[Mystic] Karlstein Vambrace,754060,0,5,35100000,1
[Mystic] Orwen's Travel Wear,12673,0,1745,2520000,1
[Mystic] Serendian Smith Garb,12669,0,87,1680000,0
[Mystic] Shroud Knight Armor,12677,0,3822,2700000,1
[Mystic] Terrmian Casual Wear,12671,0,66,2240000,0
[Ninja] Calpheon Noble Suit,14223,16,3862,865000,1
[Ninja] Delphe Knight Armor,14880,0,87,5600000,0
[Ninja] Edan's Travel Wear,14856,0,1845,1120000,1
[Ninja] Garnier Troupe Garb,14341,0,113,1400000,0
[Ninja] Jordine's Casual Wear,14844,0,215,1400000,0
[Ninja] Karlstein Armor,754053,0,4,114000000,0
[Ninja] Karlstein Hat,754052,0,3,25600000,0
[Ninja] Karlstein Kunai,754055,0,2,23100000,0
[Ninja] Karlstein Shortsword,754054,0,2,38500000,0
[Ninja] Serendian Formal Suit,12536,0,96,2330000,0
[Ninja] Serendian Smith Garb,12512,0,67,1680000,0
[Ninja] Serendian Soldier Armor,14295,0,339,785000,0
[Ninja] Shroud Knight Armor,12602,0,3085,2500000,1
[Ninja] Valencian Travel Wear,12623,0,159,2240000,0
[Nova] Ahon Kirus's Armor,12786,23,1518,5600000,2
[Nova] Black Leopard Armor,12787,0,21,2980000,0
[Nova] Calpheon Noble Dress,12778,21,596,865000,4
[Nova] Delphe Knight Armor,12783,0,43,5600000,0
[Nova] Garnier Troupe Garb,12779,0,10,1400000,0
[Nova] Jarette's Armor,12785,0,25,5600000,1
[Nova] Karlstein Armor,754086,0,2,153000000,0
[Nova] Karlstein Hat,754085,0,1,36100000,0
[Nova] Karlstein Morning Star,754088,0,2,67500000,0
[Nova] Karlstein Quoratum,754089,0,1,31800000,0
[Nova] Karlstein Shoes,754087,0,5,33800000,0
[Nova] Orwen's Travel Wear,12784,0,168,2520000,1
[Nova] Serendian Smith Garb,12780,0,20,1680000,1
[Nova] Shroud Knight Armor,12788,0,46,2510000,0
[Nova] Terrmian Casual Wear,12782,0,23,2240000,0
[Olvian Dye] Black,46122,0,518,20900000,1
[Olvian Dye] True Aqua,46066,0,476,20900000,0
[Olvian Dye] True Deep Pink,46114,0,200,20900000,0
[Olvian Dye] True Indigo,46090,0,391,20900000,0
[Olvian Dye] True Lime,46042,0,581,20900000,0
[Olvian Dye] True Mint,46054,0,460,20900000,1
[Olvian Dye] True Orange,46018,0,11574,20900000,1
[Olvian Dye] True Purple,46102,0,272,20900000,1
[Olvian Dye] True Red,46006,0,11555,20900000,1
[Olvian Dye] True Sky,46078,0,339,20900000,0
[Olvian Dye] True Yellow,46030,0,11444,20900000,1
[Party] Agile Seal Elixir,632,248,354303,90500,39
[Party] Antidote Elixir,738,0,6368,6900,0
[Party] Brutal Death Elixir,624,5,543111,780000,733
[Party] Defense Elixir,653,0,215826,101000,112
[Party] Elixir of Advanced Concentration,638,0,213026,75500,176
[Party] Elixir of Agile Spells,630,1146,54526,167000,65
[Party] Elixir of Amity,601,1195,24508,92000,2
[Party] Elixir of Assassination,633,0,138822,208000,35
[Party] Elixir of Brawn,1190,0,0,15600,0
[Party] Elixir of Brutal Carnage,656,0,349318,590000,52
[Party] Elixir of Brutal Perforation,618,0,298608,459000,294
[Party] Elixir of Burn Removal,737,0,6201,12100,0
[Party] Elixir of Carnage,655,612,147261,129000,17
[Party] Elixir of Clear Mentality,648,0,62003,61000,13
[Party] Elixir of Concentration,637,0,89828,46600,162
[Party] Elixir of Death,623,0,40218,180000,19
[Party] Elixir of Demihuman Hunt,615,0,164598,66000,92
[Party] Elixir of Destruction,1182,0,20,15600,1
[Party] Elixir of Detection,635,0,84704,775000,28
[Party] Elixir of Draining,613,881,246716,127000,44
[Party] Elixir of Endless Frenzy,610,0,751562,770000,335
[Party] Elixir of Endless Fury,642,0,536173,112000,223
[Party] Elixir of Endless Persistence,1187,0,0,16100,0
[Party] Elixir of Endurance,659,0,14527,33600,10
[Party] Elixir of Energy,619,0,4546,24600,1
[Party] Elixir of Expert Training,756,3262,229345,225000,11
[Party] Elixir of Flowing Time,752,0,1235598,225000,408
[Party] Elixir of Flowing Wind,626,0,306352,225000,271
[Party] Elixir of Frenzy,609,0,189255,115000,15
[Party] Elixir of Fury,641,0,278202,80500,21
[Party] Elixir of Hemostasis,739,0,2409,6450,0
[Party] Elixir of Human Hunt,607,23,788787,33900,200
[Party] Elixir of Intrepid Swiftness,628,0,286083,233000,318
[Party] Elixir of Lethal Assassin,634,0,1078807,555000,607
[Party] Elixir of Lethal Destruction,1183,0,32,21600,1
[Party] Elixir of Life,645,5167,54790,47500,23
[Party] Elixir of Mentality,647,0,1078,19500,4
[Party] Elixir of Overwhelming Endurance,660,0,41365,134000,166
[Party] Elixir of Perfect Human Hunt,608,1372,391182,211000,273
[Party] Elixir of Perforation,617,37,61672,188000,26
[Party] Elixir of Persistence,1186,0,0,15600,0
[Party] Elixir of Raw Brawn,1191,0,0,16100,0
[Party] Elixir of Remarkable Will,640,3,737958,120000,901
[Party] Elixir of Resistance,643,972,28202,69500,37
[Party] Elixir of Seal,631,673,77628,76500,13
[Party] Elixir of Sharp Detection,636,0,88798,1390000,60
[Party] Elixir of Sharp Resistance,644,0,37442,136000,145
[Party] Elixir of Sharp Thorn,604,0,11163,147000,1
[Party] Elixir of Shock,764,1737,1013490,137000,531
[Party] Elixir of Sky,657,0,16781,71500,1
[Party] Elixir of Spells,629,14,37632,20900,2
[Party] Elixir of Steel Defense,654,0,376045,168000,175
[Party] Elixir of Strong Draining,614,326,1503557,418000,2549
[Party] Elixir of Strong Life,646,170,430392,161000,521
[Party] Elixir of Strong Shock,765,0,859601,235000,446
[Party] Elixir of Swiftness,627,0,360915,74000,55
[Party] Elixir of Thorn,603,0,10680,99000,0
[Party] Elixir of Time,751,2967,1018700,137000,22
[Party] Elixir of Training,755,0,1312150,76000,7
[Party] Elixir of Will,639,1041,123722,18200,312
[Party] Elixir of Wind,625,0,155943,115000,123
[Party] Elixir of Wings,621,53,7152,48000,4
[Party] EXP Elixir,651,645,2578139,78500,175
[Party] Fierce Demihuman Hunting Elixir,616,0,1403813,161000,276
[Party] Fisher's Elixir,663,0,30400,76500,101
[Party] Glorious Golden Hand Elixir,612,1258,387858,401000,48
[Party] Golden Hand Elixir,611,10,160792,13300,29
[Party] Griffon's Elixir,744,0,99556,121000,10
[Party] Grim Reaper's Elixir,649,2032,184206,128000,109
[Party] Grim Soul Reaper's Elixir,650,0,807428,575000,650
[Party] Helix Elixir,784,0,21949,92000,13
[Party] Improved Elixir of Amity,602,0,52309,202000,4
[Party] Looney Elixir,779,0,30333,83500,4
[Party] Merciless Sky Elixir,658,0,60575,630000,13
[Party] Reliable Looney Elixir,780,0,60484,150000,16
[Party] Resurrection Elixir,605,1142,222983,31600,175
[Party] Skilled Fisher's Elixir,736,2822,342093,167000,16
[Party] Skilled Worker's Elixir,662,1197,158161,206000,152
[Party] Soaring Wings Elixir,622,0,301840,125000,32
[Party] Splendid EXP Elixir,652,0,1959998,225000,111
[Party] Splendid Helix Elixir,785,0,66287,224000,71
[Party] Strong Griffon's Elixir,745,0,88446,276000,56
[Party] Strong Resurrection Elixir,606,0,102687,53500,39
[Party] Surging Energy Elixir,620,0,77603,52000,1
[Party] Surging Weenie Elixir,776,14,150575,214000,64
[Party] Weenie Elixir,775,58,32504,77500,2
[Party] Worker's Elixir,661,0,236452,73500,7
[Ranger] Ahon Kirus's Armor,12575,17,6618,5600000,2
[Ranger] Black Leopard Armor,12630,0,121,2980000,1
[Ranger] Calpheon Noble Dress,14205,5,8645,865000,3
[Ranger] Delphe Knight Armor,14873,0,166,5600000,1
[Ranger] Garnier Troupe Garb,14215,0,265,1400000,0
[Ranger] Jarette's Armor,14849,0,286,5600000,1
[Ranger] Karlstein Armor,754011,0,3,149000000,0
[Ranger] Karlstein Hat,754010,0,4,35100000,0
[Ranger] Karlstein Shoes,754012,0,1,30100000,0
[Ranger] Orwen's Travel Wear,14300,0,3071,2520000,1
[Ranger] Serendian Smith Garb,14288,0,298,1680000,0
[Ranger] Shroud Knight Armor,12591,0,2280,2500000,0
[Ranger] Terrmian Casual Wear,12505,0,110,2240000,0
[Sage] Calpheon Noble Suit,12848,63,282,865000,2
[Sage] Delphe Knight Armor,12850,0,12,5100000,0
[Sage] Edan's Travel Wear,12851,0,158,965000,1
[Sage] Garnier Troupe Garb,12849,0,13,925000,0
[Sage] Jordine's Casual Wear,12852,0,14,1230000,0
[Sage] Serendian Formal Suit,12854,0,26,1440000,0
[Sage] Serendian Smith Garb,12866,0,9,875000,0
[Sage] Serendian Soldier Armor,12853,0,5,420000,0
[Sage] The Shroud Knights Armor,12856,0,34,1670000,0
[Sage] Valencian Travel Wear,12855,0,6,1490000,0
[Shai] Descendant of Sherekhan Outfit,719547,0,308,2240000,1
[Shai] Drieghanese Winter Clothes,719546,0,2,494000,0
[Shai] Florin Cook's Clothes,719544,0,381,865000,1
[Shai] Florin Herb Gatherer Clothes,719545,0,1260,865000,1
[Shai] Kanna's Naga Disguise,719525,0,798,865000,1
[Sorceress] Ahon Kirus's Armor,12574,14,7430,5600000,2
[Sorceress] Black Leopard Armor,12629,0,275,2980000,0
[Sorceress] Calpheon Noble Dress,14203,0,9327,865000,2
[Sorceress] Delphe Knight Armor,14871,0,171,5600000,1
[Sorceress] Garnier Troupe Garb,14213,0,152,1400000,0
[Sorceress] Jarette's Armor,14847,0,326,5600000,0
[Sorceress] Karlstein Amulet,754008,0,7,40500000,0
[Sorceress] Karlstein Armor,754006,0,9,117000000,0
[Sorceress] Karlstein Hat,754005,0,5,28100000,0
[Sorceress] Karlstein Shoes,754007,0,7,29100000,0
[Sorceress] Karlstein Talisman,754009,0,3,32700000,0
[Sorceress] Orwen's Travel Wear,14298,0,3137,2340000,0
[Sorceress] Serendian Smith Garb,14286,0,341,1680000,1
[Sorceress] Shroud Knight Armor,12590,0,2731,2700000,1
[Sorceress] Terrmian Casual Wear,12503,0,152,2240000,0
[Striker] Calpheon Noble Suit,12646,0,3092,865000,2
[Striker] Delphe Knight Armor,12648,0,64,5600000,1
[Striker] Edan's Travel Wear,12649,0,1260,1120000,1
[Striker] Garnier Troupe Garb,12647,0,53,1400000,1
[Striker] Jordine's Casual Wear,12650,0,110,1400000,1
[Striker] Karlstein Gauntlet,754068,0,1,67000000,0
[Striker] Karlstein Hat,754066,0,1,25600000,0
[Striker] Karlstein Vambrace,754069,0,1,28400000,0
[Striker] Serendian Formal Suit,12652,0,96,2330000,0
[Striker] Serendian Smith Garb,12664,0,39,1680000,0
[Striker] Serendian Soldier Armor,12651,0,56,785000,0
[Striker] Shroud Knight Armor,12654,0,2628,2700000,1
[Striker] Valencian Travel Wear,12653,0,82,2240000,0
[Tamer] Ahon Kirus's Armor,12576,18,6745,5600000,1
[Tamer] Black Leopard Armor,12631,0,162,2980000,0
[Tamer] Calpheon Noble Dress,14204,6,7030,865000,2
[Tamer] Delphe Knight Armor,14872,0,90,5600000,1
[Tamer] Garnier Troupe Garb,14214,0,147,1400000,1
[Tamer] Jarette's Armor,14848,0,158,5600000,0
[Tamer] Karlstein Armor,754020,0,1,143000000,0
[Tamer] Karlstein Shoes,754021,0,0,35800000,0
[Tamer] Orwen's Travel Wear,14299,0,2798,2520000,1
[Tamer] Serendian Smith Garb,14287,0,212,1680000,0
[Tamer] Shroud Knight Armor,12592,0,2924,2700000,1
[Tamer] Terrmian Casual Wear,12504,0,120,2240000,1
[Valencian Dye] Black,46854,0,72,20900000,0
[Valencian Dye] True Aqua,46798,0,226,20900000,0
[Valencian Dye] True Deep Pink,46846,0,90,20900000,0
[Valencian Dye] True Indigo,46822,0,196,20900000,1
[Valencian Dye] True Lime,46774,0,111,20900000,0
[Valencian Dye] True Mint,46786,0,92,20900000,0
[Valencian Dye] True Orange,46750,0,146,20900000,1
[Valencian Dye] True Purple,46834,0,85,20900000,0
[Valencian Dye] True Red,46738,0,349,20900000,1
[Valencian Dye] True Sky,46810,0,82,20900000,0
[Valencian Dye] True Yellow,46762,0,166,20900000,0
[Valkyrie] Ahon Kirus's Armor,12577,11,6485,5600000,1
[Valkyrie] Black Leopard Armor,12632,0,129,2980000,0
[Valkyrie] Calpheon Noble Dress,14207,0,6979,865000,2
[Valkyrie] Delphe Knight Armor,14875,0,248,5600000,0
[Valkyrie] Garnier Troupe Garb,14217,0,155,1400000,0
[Valkyrie] Jarette's Armor,14851,0,348,5600000,0
[Valkyrie] Karlstein Armor,754029,0,1,141000000,0
[Valkyrie] Orwen's Travel Wear,14839,0,2662,2520000,1
[Valkyrie] Serendian Smith Garb,14290,0,240,1680000,0
[Valkyrie] Shroud Knight Armor,12593,0,2324,2450000,0
[Valkyrie] Terrmian Casual Wear,12507,0,66,2240000,0
[Velian Dye] Black,46244,0,676,20900000,0
[Velian Dye] True Aqua,46188,0,607,20900000,1
[Velian Dye] True Deep Pink,46236,0,231,20900000,0
[Velian Dye] True Indigo,46212,0,443,20900000,1
[Velian Dye] True Lime,46164,0,709,20900000,1
[Velian Dye] True Mint,46176,0,559,20900000,0
[Velian Dye] True Orange,46140,0,1138,20900000,1
[Velian Dye] True Purple,46224,0,271,20900000,0
[Velian Dye] True Red,46128,0,1614,20900000,1
[Velian Dye] True Sky,46200,0,403,20900000,0
[Velian Dye] True Yellow,46152,0,924,20900000,1
[Warrior] Calpheon Noble Suit,14201,1,5019,865000,2
[Warrior] Delphe Knight Armor,14869,0,535,5600000,1
